candidate,memory_mb,phase,query_id,embed_ms,search_ms,total_ms,hits
qdrant,1024,warm,funicular,77.9,22.7,100.7,wv:en:Budapest/Budavár#section:get-in/by-funicular:c1 wv:es:Budapest#transport:funicular-del-castillo-buda wv:en:Budapest#transport:buda-castle-funicular wv:en:Budapest/Budavár#section:get-in:c1 tour:budapest:luna-buda-castle wp:en:2994351#s40-c1 wv:en:Budapest/Hegyvidék#section:get-in/buses:c1 wv:en:Budapest/Víziváros#see:buda-castle-tunnel wp:en:2994351#s53-c1 tour:budapest:go-zeppelin-buda-castle
qdrant,1024,warm,escape-room,78.3,22.4,100.8,wv:en:Budapest/Erzsébetváros#do:play-escape-room wv:en:Budapest/Városliget#do:prizone-escape wv:en:Budapest/Zugló#do:parahotel wv:en:Budapest/Kőbánya#do:pirate-cave wv:en:Budapest/Csepel#do:trap-factory wv:en:Budapest/Kőbánya#do:rage-room-budapest wp:en:2994351#s34-c1 wv:en:Budapest/Óbuda#do:brainmaze wp:en:2994351#s65-c1 wp:en:2994351#s32-c1
qdrant,1024,warm,vegan,80.1,22.6,102.8,wv:en:Budapest#section:eat/vegetarian-vegan:c1 wv:es:Budapest#section:comer/vegetariano-vegano:c1 wv:en:Budapest/Víziváros#eat:edeni-vegan osm:node/4585086090 osm:node/5770690057 wv:en:Budapest/Víziváros#eat:edeni-vegan-restaurant wv:en:Budapest/Belváros#eat:govinda-restaurants wv:en:Budapest/Aquincum#eat:govinda-csillaghegy osm:node/5528143821 osm:node/1918883383
qdrant,1024,warm,new-york-cafe,72.2,21.6,93.7,wv:en:Budapest#section:eat/coffee-houses:c1 wv:en:Budapest/Terézváros#eat:sugarshop osm:node/5474855522 wv:es:Budapest#section:comer/cafeterias:c1 wv:en:Budapest/Erzsébetváros#eat:new-york-cafe osm:node/9082621846 osm:node/13680999181 osm:node/5387347771 osm:node/692977110 osm:node/1573205258
qdrant,1024,warm,national-museum,89.9,19.0,109.0,wp:en:7799944#s0-c1 wv:en:Budapest/Erzsébetváros#see:hungarian-national-museum wv:en:Budapest/Józsefváros#see:national-museum wp:en:35457863#s2-c1 wp:en:7799944#s1-c1 wp:en:7799944#s2-c1 wp:en:7799944#s3-c1 wp:en:12058019#s0-c1 wv:en:Budapest/Budavár#see:hungarian-national-gallery wp:en:7799944#s1-c2
qdrant,1024,warm,zoo,78.4,23.4,101.9,wv:en:Budapest/Csepel#eat:arany-pancake-shop-and-pub osm:node/4079894508 osm:way/25281026 osm:way/906696800 wv:en:Budapest/South Buda#eat:becsiszelet-restaurant wv:en:Budapest/Angyalföld#do:oko-playground wv:en:Budapest/Kőbánya#do:pirate-cave wv:en:Budapest/Csepel#eat:nadfedeles-csarda osm:way/1054346248 wv:en:Budapest/South Pest#drink:nyalifali
qdrant,1024,warm,margaret-island,84.6,22.1,106.7,wp:en:20947490#s0-c1 wp:en:20947490#s1-c1 wv:en:Budapest/Aquincum#do:obuda-island wv:en:Budapest/Belváros#see:danube-promenade wp:en:9033099#s0-c1 wv:en:Budapest/Angyalföld#do:people-island osm:relation/21179013 wv:en:Budapest/Kőbánya#do:people-s-park wv:en:Budapest/Budavár#do:europe-park wv:en:Budapest/South Buda#do:independent-park
qdrant,1024,warm,climate-october,90.7,19.9,110.6,om:climate:budapest:10 om:climate:budapest:11 wv:en:Budapest#section:understand/climate:c1 wv:es:Budapest#section:comprender/clima:c1 om:climate:budapest:09 om:climate:budapest:08 om:climate:budapest:04 wv:en:Budapest#practical:finland wv:en:Budapest#practical:sweden osm:way/57716766
qdrant,1024,warm,clima-enero-es,79.0,21.9,100.9,om:climate:budapest:01 om:climate:budapest:02 osm:way/166167091 wv:en:Budapest/North Buda#see:ruins-of-pauline-monastery wv:en:Budapest/South Buda#see:kelenfold-bus-depot osm:way/166167074 om:climate:budapest:12 osm:way/166167090 wv:en:Budapest/South Buda#do:kopaszi-dam wv:en:Budapest/Terézváros#see:anker-palace
qdrant,1024,warm,baths-buda,79.4,20.5,99.9,wv:en:Budapest/North Buda#do:thermal-bath-szent-lukacs wv:en:Budapest/South Buda#do:gellert-baths wv:en:Budapest#section:do/thermal-baths:c1 wv:en:Budapest/Víziváros#do:rudas-thermal-bath wv:es:Budapest#section:hacer/banos-termales:c1 wv:en:Budapest#section:do/thermal-baths/modern-baths:c1 wp:en:1672696#s0-c1 wv:en:Budapest#section:do/thermal-baths/traditional-public-baths:c1 wp:en:35313365#s0-c2 wv:en:Budapest/Városliget#do:szechenyi-thermal-bath
qdrant,1024,warm,baths-buda-es,95.0,36.1,131.1,wv:es:Budapest#section:hacer/banos-termales:c1 wv:en:Budapest/South Buda#do:gellert-baths wv:en:Budapest/North Buda#do:thermal-bath-szent-lukacs wv:es:Budapest#section:hacer/banos-termales/banos-publicos-tradicionales/banos-modernos:c1 wv:en:Budapest#section:do/thermal-baths:c1 wv:en:Budapest#section:do/thermal-baths/modern-baths:c1 wv:en:Budapest/Víziváros#do:rudas-thermal-bath wp:en:35313365#s0-c2 wp:en:1672696#s0-c1 wv:es:Budapest#section:hacer/banos-termales/banos-publicos-tradicionales:c1
qdrant,1024,warm,szechenyi,71.5,24.1,95.6,wp:en:2613263#s1-c1 wv:en:Budapest/Városliget#do:szechenyi-thermal-bath wp:en:2613263#s0-c1 wv:en:Budapest/Városliget#section:do/leisure:c1 wp:en:35313365#s0-c2 wv:en:Budapest/Aquincum#do:csillaghegy-arpad-bath wv:en:Budapest#section:do/thermal-baths:c1 wv:en:Budapest/Erzsébetváros#see:hungaria-bath wp:en:35313365#s0-c1 wv:en:Budapest/Belváros#do:park-of-szechenyi-istvan-ter
qdrant,1024,warm,szechenyi-plain,76.0,16.9,92.9,wp:en:2613263#s2-c1 wv:en:Budapest/East Pest#do:szentmihaly-swimming-pool wv:en:Budapest/Városliget#do:szechenyi-thermal-bath wv:en:Budapest/East Pest#do:erzsebetliget-swimming-pool wv:en:Budapest/Zugló#do:bvsc-swimming-pool wv:en:Budapest/Kőbánya#do:ujhegy-swimming-pool-and-bath wv:en:Budapest/East Pest#do:ujlak-swimming-pool wp:en:2613263#s1-c1 wv:en:Budapest/Aquincum#do:szedruskert-training-pool wv:en:Budapest/Zugló#do:paskal-thermal-bath
qdrant,1024,warm,ruin-bars,459.4,18.5,478.0,osm:node/3283497736 wv:en:Budapest/Erzsébetváros#section:drink:c1 osm:node/3134154429 wv:en:Budapest/Belváros#section:drink:c1 tour:budapest:go-zeppelin-jewish-quarter wv:en:Budapest/South Buda#drink:avar-pub osm:node/9084818345 osm:node/2188749318 wv:en:Budapest/East Pest#drink:kispipa-pub wv:en:Budapest/Aquincum#drink:miamor-romaim
qdrant,1024,warm,parliament,71.4,23.3,94.7,wv:en:Budapest/Belváros#see:parliament wv:en:Budapest/Belváros#section:see/the-parliament:c1 wv:en:Budapest/Józsefváros#see:former-house-of-parliament wv:en:Budapest/Belváros#see:ethnographic-museum wv:es:Budapest#section:ver:c1 wv:en:Budapest/Hegyvidék#do:budapest-congress-center wv:en:Budapest#section:see:c3 wv:en:Budapest/Józsefváros#see:national-museum wp:en:1438363#s0-c1 wv:en:Budapest#section:see:c5
qdrant,1024,warm,free-walking-tour,77.0,21.0,98.0,tour:budapest:by-locals-pest-english tour:budapest:go-zeppelin-best-of-budapest tour:budapest:trip-to-budapest-pest tour:budapest:luna-pest-downtown tour:budapest:trip-to-budapest-art-nouveau tour:budapest:go-zeppelin-buda-castle tour:budapest:by-locals-pest-spanish wv:en:Budapest#section:do:c1 tour:budapest:trip-to-budapest-buda-castle tour:budapest:trip-to-budapest-jewish-district
qdrant,1024,warm,free-tour-es,89.7,20.9,110.5,tour:budapest:by-locals-pest-spanish tour:budapest:trip-to-budapest-pest tour:budapest:by-locals-pest-english tour:budapest:go-zeppelin-best-of-budapest tour:budapest:luna-pest-downtown tour:budapest:trip-to-budapest-buda-castle wv:en:Budapest#section:do:c1 tour:budapest:trip-to-budapest-art-nouveau tour:budapest:trip-to-budapest-jewish-district tour:budapest:go-zeppelin-buda-castle
qdrant,1024,warm,jewish-quarter-tour,72.7,26.0,98.7,tour:budapest:go-zeppelin-jewish-quarter tour:budapest:trip-to-budapest-jewish-district wv:en:Budapest/Erzsébetváros#section:understand/jewish-quarter:c1 wp:en:7706391#s9-c1 wp:en:35457863#s0-c1 wv:en:Budapest/Budavár#see:medieval-jewish-prayer-house wp:en:7706391#s7-c1 tour:budapest:trip-to-budapest-communism wp:en:39684758#s0-c1 tour:budapest:go-zeppelin-buda-castle
qdrant,1024,warm,danube-cruise,75.1,19.9,95.0,wv:en:Budapest/Belváros#do:cruising-and-eating wv:en:Budapest/South Buda#section:drink/clubs-bars:c1 wv:en:Budapest/Belváros#do:boat-trip-to-margaret-island wv:en:Budapest/Belváros#see:danube-promenade wp:en:9033099#s0-c1 wv:en:Budapest/Belváros#see:kossuth-museumship wv:en:Budapest#section:eat/restaurants:c2 wv:en:Budapest#do:hungaria-koncert wv:en:Budapest/Belváros#drink:wine-tasting-on-boat wv:en:Budapest#do:firework-above-danube-river
qdrant,1024,warm,cave-tour,76.3,24.5,100.8,wv:en:Budapest/North Buda#do:szemlo-hill-cave wv:en:Budapest/North Buda#do:palvolgy-cave osm:node/3302791818 wv:en:Budapest/North Buda#do:molnar-janos-cave wv:en:Budapest/North Buda#do:matyas-hegyi-cave wv:en:Budapest/Hegyvidék#do:buda-protected-landscape-area tour:budapest:trip-to-budapest-buda-castle wv:en:Budapest/Óbuda#see:tabor-hegyi-cave wp:en:2994351#s72-c1 wv:en:Budapest#section:do/caving:c1
qdrant,1024,warm,bike-tour,86.6,25.4,112.0,tour:budapest:by-locals-pest-english tour:budapest:go-zeppelin-best-of-budapest tour:budapest:luna-pest-downtown tour:budapest:trip-to-budapest-pest tour:budapest:by-locals-pest-spanish tour:budapest:go-zeppelin-buda-castle tour:budapest:trip-to-budapest-jewish-district tour:budapest:trip-to-budapest-buda-castle wv:en:Budapest#section:do:c1 wv:en:Budapest#transport:yellow-zebra-bike
qdrant,1024,warm,fishermans-bastion,52.4,20.2,72.6,wp:en:3733065#s7-c1 wp:en:3733065#s6-c1 wp:en:3733065#s4-c1 wp:en:3733065#s3-c2 wv:en:Budapest/Budavár#see:fisherman-s-bastion wp:en:3733065#s3-c1 wp:en:3733065#s1-c1 wp:en:3733065#s9-c1 wp:en:3733065#s0-c1 wp:en:3733065#s14-c1
qdrant,1024,warm,market-hall,49.1,22.1,71.3,wv:en:Budapest/Ferencváros#do:great-market-hall wp:en:6155085#s1-c2 wp:en:6155085#s0-c1 wp:en:6155085#s1-c1 wv:en:Budapest/Belváros#do:market-hall wv:en:Budapest/Ferencváros#see:grand-market-area wv:en:Budapest/Angyalföld#do:lehel-market-hall wv:en:Budapest/Józsefváros#do:rakoczi-square-market-hall wp:en:63518001#s0-c1 wv:en:Budapest/Víziváros#do:batthyany-square-market-hall
qdrant,1024,warm,opera,76.0,22.2,98.2,wv:en:Budapest/Terézváros#do:state-opera-or-hungarian-state-opera-house wv:en:Budapest/Terézváros#see:state-opera-house wp:en:1438363#s0-c1 wp:en:1438363#s2-c1 wp:en:1438363#s3-c1 wp:en:1438363#s1-c1 wp:en:1438363#s4-c1 wv:en:Budapest/Terézváros#do:budapest-operetta-theatre wv:en:Budapest/Angyalföld#do:open-air-theatre wv:en:Budapest/South Pest#do:sari-fedak-theatre
qdrant,1024,warm,memento-park,98.0,18.1,116.1,wv:en:Budapest/South Buda#see:memento-park tour:budapest:trip-to-budapest-communism wv:en:Budapest/Aquincum#see:graphisoft-park wv:en:Budapest/Kőbánya#do:tchaikovsky-park osm:way/83186847 wp:en:8362709#s1-c1 osm:way/469218807 wv:en:Budapest/Belváros#do:park-of-szechenyi-istvan-ter osm:way/365216106 wv:en:Budapest/North Buda#see:millenaris-park
qdrant,1024,warm,hospital-rock,52.0,22.4,74.4,wp:en:75078576#s0-c1 wp:en:44810974#s0-c1 wv:en:Budapest/Budavár#see:hospital-in-the-rock-nuclear-bunker-museum wv:en:Budapest/Belváros#see:f4-object wp:en:44810974#s6-c1 wv:en:Budapest/South Buda#see:cave-house-museum wv:en:Budapest/Kőbánya#see:central-museum-of-disaster-management wp:en:44810974#s3-c1 wp:en:75078576#s1-c1 wp:en:2994351#s21-c1
qdrant,1024,warm,shoes-memorial,73.2,26.2,99.4,wp:en:9052076#s0-c1 wp:en:9052076#s1-c1 wv:en:Budapest/Belváros#see:shoes-on-the-danube-memorial wp:en:9052076#s3-c1 wp:en:7706391#s10-c1 wp:en:9052076#s4-c1 wv:en:Budapest/Ferencváros#see:holocaust-memorial-center wp:en:39684758#s0-c1 osm:node/13390812109 osm:node/12296868961
qdrant,1024,warm,heroes-square,54.0,21.8,75.7,osm:relation/7108327 osm:relation/6411893 wp:en:2254072#s0-c1 wv:en:Budapest#section:see:c4 wv:en:Budapest/Terézváros#section:understand:c1 wv:en:Budapest/Budavár#see:homeland-defence-headquarter wv:en:Budapest/Víziváros#section:see/vizivaros/around-adam-clark-square-clark-adam-ter:c1 wv:en:Budapest/Budavár#see:castle-chapel wv:en:Budapest/Víziváros#see:castle-garden-kiosk-ybl-buda-creative-house wv:en:Budapest#section:see:c2
qdrant,1024,warm,aquincum,75.9,22.7,98.6,wv:en:Budapest/Óbuda#see:thermae-maiores wv:en:Budapest/Óbuda#see:hercules-villa wv:en:Budapest/Óbuda#see:cella-trichora wv:en:Budapest/Aquincum#see:aquincum-museum-and-archaeological-park wp:en:78012312#s0-c1 wv:en:Budapest/Józsefváros#see:museum-of-funeral wv:en:Budapest/Óbuda#see:porta-principalis-dextra wv:en:Budapest/Budavár#see:castle-museum wv:en:Budapest/Óbuda#see:aquincum-military-amphitheatre osm:node/3884465506
qdrant,1024,warm,airport-to-centre,75.2,22.4,97.6,wv:en:Budapest#section:get-in/by-plane:c2 wv:es:Budapest#section:llegar/en-avion:c3 wv:es:Budapest#section:llegar/en-avion:c4 wv:en:Budapest#section:get-in/by-plane:c1 wv:en:Budapest#section:get-around/public-transport:c2 wv:en:Budapest/Hegyvidék#section:get-in/other-transport-modes:c1 wv:es:Budapest#section:llegar/en-avion:c1 wv:es:Budapest#section:llegar/transporte-publico:c2 wp:en:56138927#s17-c1 wv:en:Budapest/Hegyvidék#section:get-in:c1
qdrant,1024,warm,airport-es,53.4,24.0,77.4,wv:es:Budapest#section:llegar/en-avion:c3 wv:es:Budapest#section:llegar/en-avion:c4 wv:es:Budapest#section:llegar/en-avion:c1 wv:en:Budapest#section:get-in/by-plane:c2 wv:es:Budapest#section:llegar/transporte-publico:c2 wv:es:Budapest#section:llegar/en-bus:c1 wv:en:Budapest#section:get-around/public-transport:c2 wv:es:Budapest#section:llegar/transporte-publico/otro:c1 wv:en:Budapest#section:get-in/by-plane:c1 wv:es:Budapest#section:llegar/en-avion:c2
qdrant,1024,warm,public-transport,75.8,21.4,97.2,wv:en:Budapest#section:get-around/public-transport/tickets-and-passes:c1 wv:en:Budapest#section:get-around/public-transport/tickets-and-passes:c2 wv:es:Budapest#section:llegar/transporte-publico/entradas-y-pases:c2 wv:en:Budapest#transport:tram-60-cogwheel-railway wv:es:Budapest#section:llegar/transporte-publico/entradas-y-pases:c1 wv:es:Budapest#section:llegar/transporte-publico/metro:c1 wp:en:31148640#s6-c1 wv:en:Budapest#section:get-around/public-transport/tram:c1 wv:en:Budapest#section:get-around/public-transport/metro:c1 wv:es:Budapest#section:seguridad/trampas-para-turistas:c1
qdrant,1024,warm,funicular,58.5,25.6,84.1,wv:en:Budapest/Budavár#section:get-in/by-funicular:c1 wv:es:Budapest#transport:funicular-del-castillo-buda wv:en:Budapest#transport:buda-castle-funicular wv:en:Budapest/Budavár#section:get-in:c1 tour:budapest:luna-buda-castle wp:en:2994351#s40-c1 wv:en:Budapest/Hegyvidék#section:get-in/buses:c1 wv:en:Budapest/Víziváros#see:buda-castle-tunnel wp:en:2994351#s53-c1 tour:budapest:go-zeppelin-buda-castle
qdrant,1024,warm,escape-room,52.9,21.8,74.7,wv:en:Budapest/Erzsébetváros#do:play-escape-room wv:en:Budapest/Városliget#do:prizone-escape wv:en:Budapest/Zugló#do:parahotel wv:en:Budapest/Kőbánya#do:pirate-cave wv:en:Budapest/Csepel#do:trap-factory wv:en:Budapest/Kőbánya#do:rage-room-budapest wp:en:2994351#s34-c1 wv:en:Budapest/Óbuda#do:brainmaze wp:en:2994351#s65-c1 wp:en:2994351#s32-c1
qdrant,1024,warm,vegan,48.8,21.5,70.3,wv:en:Budapest#section:eat/vegetarian-vegan:c1 wv:es:Budapest#section:comer/vegetariano-vegano:c1 wv:en:Budapest/Víziváros#eat:edeni-vegan osm:node/4585086090 osm:node/5770690057 wv:en:Budapest/Víziváros#eat:edeni-vegan-restaurant wv:en:Budapest/Belváros#eat:govinda-restaurants wv:en:Budapest/Aquincum#eat:govinda-csillaghegy osm:node/5528143821 osm:node/1918883383
qdrant,1024,warm,new-york-cafe,71.8,20.4,92.2,wv:en:Budapest#section:eat/coffee-houses:c1 wv:en:Budapest/Terézváros#eat:sugarshop osm:node/5474855522 wv:es:Budapest#section:comer/cafeterias:c1 wv:en:Budapest/Erzsébetváros#eat:new-york-cafe osm:node/9082621846 osm:node/13680999181 osm:node/5387347771 osm:node/692977110 osm:node/1573205258
qdrant,1024,warm,national-museum,51.0,22.8,73.8,wp:en:7799944#s0-c1 wv:en:Budapest/Erzsébetváros#see:hungarian-national-museum wv:en:Budapest/Józsefváros#see:national-museum wp:en:35457863#s2-c1 wp:en:7799944#s1-c1 wp:en:7799944#s2-c1 wp:en:7799944#s3-c1 wp:en:12058019#s0-c1 wv:en:Budapest/Budavár#see:hungarian-national-gallery wp:en:7799944#s1-c2
qdrant,1024,warm,zoo,48.9,16.3,65.2,wv:en:Budapest/Csepel#eat:arany-pancake-shop-and-pub osm:node/4079894508 osm:way/25281026 osm:way/906696800 wv:en:Budapest/South Buda#eat:becsiszelet-restaurant wv:en:Budapest/Angyalföld#do:oko-playground wv:en:Budapest/Kőbánya#do:pirate-cave wv:en:Budapest/Csepel#eat:nadfedeles-csarda osm:way/1054346248 wv:en:Budapest/South Pest#drink:nyalifali
qdrant,1024,warm,margaret-island,69.4,22.9,92.3,wp:en:20947490#s0-c1 wp:en:20947490#s1-c1 wv:en:Budapest/Aquincum#do:obuda-island wv:en:Budapest/Belváros#see:danube-promenade wp:en:9033099#s0-c1 wv:en:Budapest/Angyalföld#do:people-island osm:relation/21179013 wv:en:Budapest/Kőbánya#do:people-s-park wv:en:Budapest/Budavár#do:europe-park wv:en:Budapest/South Buda#do:independent-park
qdrant,1024,warm,climate-october,80.2,22.9,103.1,om:climate:budapest:10 om:climate:budapest:11 wv:en:Budapest#section:understand/climate:c1 wv:es:Budapest#section:comprender/clima:c1 om:climate:budapest:09 om:climate:budapest:08 om:climate:budapest:04 wv:en:Budapest#practical:finland wv:en:Budapest#practical:sweden osm:way/57716766
qdrant,1024,warm,clima-enero-es,56.3,19.2,75.5,om:climate:budapest:01 om:climate:budapest:02 osm:way/166167091 wv:en:Budapest/North Buda#see:ruins-of-pauline-monastery wv:en:Budapest/South Buda#see:kelenfold-bus-depot osm:way/166167074 om:climate:budapest:12 osm:way/166167090 wv:en:Budapest/South Buda#do:kopaszi-dam wv:en:Budapest/Terézváros#see:anker-palace
qdrant,1024,warm,baths-buda,54.7,23.0,77.8,wv:en:Budapest/North Buda#do:thermal-bath-szent-lukacs wv:en:Budapest/South Buda#do:gellert-baths wv:en:Budapest#section:do/thermal-baths:c1 wv:en:Budapest/Víziváros#do:rudas-thermal-bath wv:es:Budapest#section:hacer/banos-termales:c1 wv:en:Budapest#section:do/thermal-baths/modern-baths:c1 wp:en:1672696#s0-c1 wv:en:Budapest#section:do/thermal-baths/traditional-public-baths:c1 wp:en:35313365#s0-c2 wv:en:Budapest/Városliget#do:szechenyi-thermal-bath
qdrant,1024,warm,baths-buda-es,75.0,21.2,96.2,wv:es:Budapest#section:hacer/banos-termales:c1 wv:en:Budapest/South Buda#do:gellert-baths wv:en:Budapest/North Buda#do:thermal-bath-szent-lukacs wv:es:Budapest#section:hacer/banos-termales/banos-publicos-tradicionales/banos-modernos:c1 wv:en:Budapest#section:do/thermal-baths:c1 wv:en:Budapest#section:do/thermal-baths/modern-baths:c1 wv:en:Budapest/Víziváros#do:rudas-thermal-bath wp:en:35313365#s0-c2 wp:en:1672696#s0-c1 wv:es:Budapest#section:hacer/banos-termales/banos-publicos-tradicionales:c1
qdrant,1024,warm,szechenyi,71.5,22.5,93.9,wp:en:2613263#s1-c1 wv:en:Budapest/Városliget#do:szechenyi-thermal-bath wp:en:2613263#s0-c1 wv:en:Budapest/Városliget#section:do/leisure:c1 wp:en:35313365#s0-c2 wv:en:Budapest/Aquincum#do:csillaghegy-arpad-bath wv:en:Budapest#section:do/thermal-baths:c1 wv:en:Budapest/Erzsébetváros#see:hungaria-bath wp:en:35313365#s0-c1 wv:en:Budapest/Belváros#do:park-of-szechenyi-istvan-ter
qdrant,1024,warm,szechenyi-plain,62.1,23.8,85.9,wp:en:2613263#s2-c1 wv:en:Budapest/East Pest#do:szentmihaly-swimming-pool wv:en:Budapest/Városliget#do:szechenyi-thermal-bath wv:en:Budapest/East Pest#do:erzsebetliget-swimming-pool wv:en:Budapest/Zugló#do:bvsc-swimming-pool wv:en:Budapest/Kőbánya#do:ujhegy-swimming-pool-and-bath wv:en:Budapest/East Pest#do:ujlak-swimming-pool wp:en:2613263#s1-c1 wv:en:Budapest/Aquincum#do:szedruskert-training-pool wv:en:Budapest/Zugló#do:paskal-thermal-bath
qdrant,1024,warm,ruin-bars,51.4,22.5,73.9,osm:node/3283497736 wv:en:Budapest/Erzsébetváros#section:drink:c1 osm:node/3134154429 wv:en:Budapest/Belváros#section:drink:c1 tour:budapest:go-zeppelin-jewish-quarter wv:en:Budapest/South Buda#drink:avar-pub osm:node/9084818345 osm:node/2188749318 wv:en:Budapest/East Pest#drink:kispipa-pub wv:en:Budapest/Aquincum#drink:miamor-romaim
qdrant,1024,warm,parliament,75.6,19.9,95.5,wv:en:Budapest/Belváros#see:parliament wv:en:Budapest/Belváros#section:see/the-parliament:c1 wv:en:Budapest/Józsefváros#see:former-house-of-parliament wv:en:Budapest/Belváros#see:ethnographic-museum wv:es:Budapest#section:ver:c1 wv:en:Budapest/Hegyvidék#do:budapest-congress-center wv:en:Budapest#section:see:c3 wv:en:Budapest/Józsefváros#see:national-museum wp:en:1438363#s0-c1 wv:en:Budapest#section:see:c5
qdrant,1024,warm,free-walking-tour,72.0,21.9,93.9,tour:budapest:by-locals-pest-english tour:budapest:go-zeppelin-best-of-budapest tour:budapest:trip-to-budapest-pest tour:budapest:luna-pest-downtown tour:budapest:trip-to-budapest-art-nouveau tour:budapest:go-zeppelin-buda-castle tour:budapest:by-locals-pest-spanish wv:en:Budapest#section:do:c1 tour:budapest:trip-to-budapest-buda-castle tour:budapest:trip-to-budapest-jewish-district
qdrant,1024,warm,free-tour-es,73.2,23.0,96.1,tour:budapest:by-locals-pest-spanish tour:budapest:trip-to-budapest-pest tour:budapest:by-locals-pest-english tour:budapest:go-zeppelin-best-of-budapest tour:budapest:luna-pest-downtown tour:budapest:trip-to-budapest-buda-castle wv:en:Budapest#section:do:c1 tour:budapest:trip-to-budapest-art-nouveau tour:budapest:trip-to-budapest-jewish-district tour:budapest:go-zeppelin-buda-castle
qdrant,1024,warm,jewish-quarter-tour,77.2,18.1,95.3,tour:budapest:go-zeppelin-jewish-quarter tour:budapest:trip-to-budapest-jewish-district wv:en:Budapest/Erzsébetváros#section:understand/jewish-quarter:c1 wp:en:7706391#s9-c1 wp:en:35457863#s0-c1 wv:en:Budapest/Budavár#see:medieval-jewish-prayer-house wp:en:7706391#s7-c1 tour:budapest:trip-to-budapest-communism wp:en:39684758#s0-c1 tour:budapest:go-zeppelin-buda-castle
qdrant,1024,warm,danube-cruise,57.0,22.5,79.6,wv:en:Budapest/Belváros#do:cruising-and-eating wv:en:Budapest/South Buda#section:drink/clubs-bars:c1 wv:en:Budapest/Belváros#do:boat-trip-to-margaret-island wv:en:Budapest/Belváros#see:danube-promenade wp:en:9033099#s0-c1 wv:en:Budapest/Belváros#see:kossuth-museumship wv:en:Budapest#section:eat/restaurants:c2 wv:en:Budapest#do:hungaria-koncert wv:en:Budapest/Belváros#drink:wine-tasting-on-boat wv:en:Budapest#do:firework-above-danube-river
qdrant,1024,warm,cave-tour,53.4,24.2,77.7,wv:en:Budapest/North Buda#do:szemlo-hill-cave wv:en:Budapest/North Buda#do:palvolgy-cave osm:node/3302791818 wv:en:Budapest/North Buda#do:molnar-janos-cave wv:en:Budapest/North Buda#do:matyas-hegyi-cave wv:en:Budapest/Hegyvidék#do:buda-protected-landscape-area tour:budapest:trip-to-budapest-buda-castle wv:en:Budapest/Óbuda#see:tabor-hegyi-cave wp:en:2994351#s72-c1 wv:en:Budapest#section:do/caving:c1
qdrant,1024,warm,bike-tour,74.6,28.5,103.1,tour:budapest:by-locals-pest-english tour:budapest:go-zeppelin-best-of-budapest tour:budapest:luna-pest-downtown tour:budapest:trip-to-budapest-pest tour:budapest:by-locals-pest-spanish tour:budapest:go-zeppelin-buda-castle tour:budapest:trip-to-budapest-jewish-district tour:budapest:trip-to-budapest-buda-castle wv:en:Budapest#section:do:c1 wv:en:Budapest#transport:yellow-zebra-bike
qdrant,1024,warm,fishermans-bastion,70.9,24.0,94.9,wp:en:3733065#s7-c1 wp:en:3733065#s6-c1 wp:en:3733065#s4-c1 wp:en:3733065#s3-c2 wv:en:Budapest/Budavár#see:fisherman-s-bastion wp:en:3733065#s3-c1 wp:en:3733065#s1-c1 wp:en:3733065#s9-c1 wp:en:3733065#s0-c1 wp:en:3733065#s14-c1
qdrant,1024,warm,market-hall,75.7,22.3,98.0,wv:en:Budapest/Ferencváros#do:great-market-hall wp:en:6155085#s1-c2 wp:en:6155085#s0-c1 wp:en:6155085#s1-c1 wv:en:Budapest/Belváros#do:market-hall wv:en:Budapest/Ferencváros#see:grand-market-area wv:en:Budapest/Angyalföld#do:lehel-market-hall wv:en:Budapest/Józsefváros#do:rakoczi-square-market-hall wp:en:63518001#s0-c1 wv:en:Budapest/Víziváros#do:batthyany-square-market-hall
qdrant,1024,warm,opera,77.1,21.8,98.9,wv:en:Budapest/Terézváros#do:state-opera-or-hungarian-state-opera-house wv:en:Budapest/Terézváros#see:state-opera-house wp:en:1438363#s0-c1 wp:en:1438363#s2-c1 wp:en:1438363#s3-c1 wp:en:1438363#s1-c1 wp:en:1438363#s4-c1 wv:en:Budapest/Terézváros#do:budapest-operetta-theatre wv:en:Budapest/Angyalföld#do:open-air-theatre wv:en:Budapest/South Pest#do:sari-fedak-theatre
qdrant,1024,warm,memento-park,74.7,20.3,95.0,wv:en:Budapest/South Buda#see:memento-park tour:budapest:trip-to-budapest-communism wv:en:Budapest/Aquincum#see:graphisoft-park wv:en:Budapest/Kőbánya#do:tchaikovsky-park osm:way/83186847 wp:en:8362709#s1-c1 osm:way/469218807 wv:en:Budapest/Belváros#do:park-of-szechenyi-istvan-ter osm:way/365216106 wv:en:Budapest/North Buda#see:millenaris-park
qdrant,1024,warm,hospital-rock,73.6,23.1,96.7,wp:en:75078576#s0-c1 wp:en:44810974#s0-c1 wv:en:Budapest/Budavár#see:hospital-in-the-rock-nuclear-bunker-museum wv:en:Budapest/Belváros#see:f4-object wp:en:44810974#s6-c1 wv:en:Budapest/South Buda#see:cave-house-museum wv:en:Budapest/Kőbánya#see:central-museum-of-disaster-management wp:en:44810974#s3-c1 wp:en:75078576#s1-c1 wp:en:2994351#s21-c1
